"C0000100","C0000200","C0005400","C0005700","C0007000","C0328600"
870604,8706,1,1990,26,96
870701,8707,2,1984,25,119
870702,8707,1,1988,29,113
870801,8708,1,1980,19,116
870802,8708,1,1992,32,123
870803,8708,1,1995,34,161
871401,8714,2,1979,22,120
871402,8714,1,1982,25,125
871403,8714,2,1985,28,110
871501,8715,2,1974,16,99
871502,8715,1,1977,19,130
871503,8715,1,1979,21,172
871601,8716,2,1982,23,137
871602,8716,1,1989,30,156
871801,8718,1,1984,24,158
871802,8718,2,1986,26,141
872001,8720,1,1979,21,142
872101,8721,1,1987,26,116
872801,8728,1,1981,23,136
872802,8728,2,1983,26,140
872803,8728,1,1985,28,144
872901,8729,1,1981,20,131
872902,8729,1,1983,21,131
872903,8729,1,1985,23,144
872904,8729,2,1986,25,131
873101,8731,2,1979,18,96
873102,8731,1,1983,23,97
873301,8733,1,1977,17,62
873302,8733,2,1979,18,90
873303,8733,2,1980,20,90
873304,8733,1,1983,22,90
873401,8734,1,1984,19,110
873402,8734,1,1990,26,104
873601,8736,2,1984,22,138
873602,8736,1,1987,25,147
873901,8739,2,1973,16,97
873902,8739,1,1983,26,114
874201,8742,2,1980,20,107
874401,8744,2,1982,18,114
874402,8744,1,1985,20,135
874403,8744,1,1986,22,160
874801,8748,1,1985,25,131
875001,8750,2,1983,20,123
875002,8750,1,1988,25,-3
875601,8756,1,1987,24,121
875602,8756,1,1989,25,107
875701,8757,1,1980,19,98
875702,8757,2,1983,22,91
875703,8757,1,1988,27,108
875704,8757,2,1990,29,101
875901,8759,1,1985,26,138
875902,8759,2,1987,29,113
876201,8762,2,1977,16,111
876202,8762,1,1978,18,138
876203,8762,1,1981,20,128
876301,8763,2,1978,18,89
876302,8763,1,1984,24,120
876303,8763,2,1988,28,132
876601,8766,1,1979,15,146
877001,8770,2,1979,19,149
877002,8770,2,1982,22,135
877201,8772,1,1975,15,107
877202,8772,2,1979,19,105
877701,8777,2,1976,17,163
877702,8777,1,1981,22,154
877901,8779,2,1976,16,126
877902,8779,1,1980,20,136
877903,8779,1,1983,23,114
877904,8779,2,1989,29,126
878201,8782,1,1976,18,115
878202,8782,2,1976,19,113
878301,8783,2,1984,23,100
878302,8783,2,1986,25,112
878701,8787,2,1980,15,96
878702,8787,2,1982,17,96
878703,8787,2,1988,23,128
878801,8788,1,1982,21,132
878802,8788,2,1987,26,120
878803,8788,2,1988,27,103
879401,8794,1,1978,16,92
879402,8794,2,1981,19,126
879403,8794,1,1989,27,135
879404,8794,2,1993,32,124
879501,8795,1,1977,19,104
879502,8795,1,1982,25,101
879701,8797,2,1984,24,143
879801,8798,1,1981,19,154
879802,8798,2,1982,21,133
879901,8799,1,1988,25,96
879902,8799,2,1990,27,109
880001,8800,2,1974,17,69
880002,8800,1,1978,20,93
880101,8801,2,1978,19,107
880102,8801,1,1982,23,96
880103,8801,1,1983,24,120
880201,8802,1,1978,16,129
880202,8802,1,1982,19,-3
880203,8802,2,1984,21,130
881501,8815,2,1996,31,111
881502,8815,2,1997,32,102
881601,8816,2,1980,20,124
881602,8816,2,1982,22,131
881801,8818,2,1981,24,92
881802,8818,1,1983,26,87
882101,8821,2,1984,27,150
882102,8821,1,1986,29,-3
882501,8825,2,1984,26,114
882502,8825,1,1988,30,123
882601,8826,1,1984,25,119
882602,8826,2,1987,28,118
882801,8828,1,1982,25,114
882802,8828,1,1984,27,119
882803,8828,1,1986,29,112
882804,8828,1,1988,31,119
883001,8830,1,1984,24,143
883002,8830,1,1986,27,160
883003,8830,2,1988,29,159
883301,8833,2,1986,24,128
883302,8833,1,1987,25,114
883901,8839,2,1977,19,128
884001,8840,1,1978,17,106
884002,8840,2,1980,19,110
884003,8840,2,1982,21,110
884501,8845,2,1980,20,137
884502,8845,2,1984,24,137
884503,8845,1,1988,27,131
884701,8847,2,1978,16,111
884702,8847,2,1980,19,115
884703,8847,1,1984,22,150
884801,8848,2,1979,21,103
884802,8848,1,1984,26,134
884803,8848,1,1986,27,135
884901,8849,1,1978,16,-3
885301,8853,1,1989,26,112
885302,8853,2,1992,29,-3
885401,8854,1,1978,16,114
885402,8854,2,1988,26,120
885403,8854,1,1989,27,118
885801,8858,1,1986,23,121
885802,8858,2,1989,26,127
886101,8861,1,1986,22,118
886102,8861,2,1994,31,-3
886401,8864,2,1984,22,118
886402,8864,1,1986,25,-3
886701,8867,2,1981,20,103
886702,8867,1,1983,22,126
886703,8867,1,1984,24,128
886901,8869,1,1979,20,123
886902,8869,1,1982,23,96
886903,8869,1,1982,23,112
886904,8869,2,1986,28,112
887001,8870,1,1979,16,131
887002,8870,1,1983,19,129
887003,8870,1,1986,22,120
887301,8873,2,1990,28,131
887801,8878,2,1997,34,140
887802,8878,1,1999,36,118
888301,8883,1,1981,23,124
888302,8883,1,1983,25,112
888501,8885,1,1991,28,121
888502,8885,1,1994,31,130
888801,8888,2,1984,27,121
888802,8888,2,1992,35,125
888901,8889,1,1979,19,101
888902,8889,2,1981,21,82
888903,8889,2,1989,29,86
889001,8890,1,1982,20,121
889002,8890,2,1988,26,134
889501,8895,1,1981,21,-3
889502,8895,2,1977,17,-3
889601,8896,2,1982,23,109
889602,8896,2,1989,30,128
889901,8899,2,1987,24,98
890001,8900,2,1987,24,129
890002,8900,2,1989,27,123
890003,8900,1,1993,30,149
890004,8900,2,1994,32,145
890005,8900,1,1996,34,-3
890201,8902,1,1992,33,81
890202,8902,1,2009,50,65
890203,8902,2,2009,50,57
890401,8904,2,1983,19,107
890402,8904,2,1991,27,116
890403,8904,1,1999,35,110
890901,8909,1,1981,19,141
890902,8909,2,1983,20,109
891001,8910,2,1985,21,128
891002,8910,2,1992,29,123
891003,8910,2,1998,34,-3
891201,8912,2,1981,22,126
891202,8912,1,1986,27,112
891301,8913,1,1985,23,117
891601,8916,2,1975,18,114
891602,8916,2,1991,33,120
892001,8920,2,1984,19,142
892002,8920,1,1991,26,160
892003,8920,1,1999,34,139
892501,8925,1,1983,20,116
892502,8925,1,1984,22,119
892503,8925,1,2000,37,116
892601,8926,2,1979,16,108
892602,8926,1,1981,18,124
892603,8926,1,1985,22,138
892701,8927,1,1985,24,121
892702,8927,1,1989,29,120
893101,8931,2,2002,40,-7
893201,8932,1,1981,19,116
893202,8932,1,1984,22,130
893401,8934,1,1980,19,73
893402,8934,1,1983,21,89
893801,8938,2,1981,22,125
893802,8938,2,1985,25,126
893803,8938,1,1989,30,131
893901,8939,1,1984,23,136
893902,8939,1,1989,29,96
894001,8940,2,1990,27,135
894002,8940,1,1991,29,159
894003,8940,2,1996,34,126
894201,8942,2,1987,22,114
894202,8942,1,1991,26,125
894203,8942,1,1994,29,115
894204,8942,2,1997,33,123
894205,8942,2,1999,34,126
894206,8942,2,2001,36,-3
894401,8944,1,1988,24,122
894402,8944,1,1990,26,109
894403,8944,1,1997,32,137
894601,8946,2,1983,20,86
894602,8946,1,1986,24,118
894801,8948,2,1981,16,124
894802,8948,1,1984,19,144
894803,8948,1,1991,26,141
894804,8948,1,1992,27,100
894805,8948,2,1993,28,105
894901,8949,1,1980,17,139
894902,8949,2,1984,21,112
894903,8949,2,1992,30,-3
895101,8951,2,1987,28,121
895102,8951,1,1991,32,111
895301,8953,2,1983,19,151
895302,8953,1,1984,20,149
895303,8953,2,1988,24,128
895501,8955,1,1978,16,112
895502,8955,2,1984,22,99
895601,8956,1,1975,18,121
895602,8956,2,1979,21,90
896001,8960,2,1977,19,124
896002,8960,2,1978,20,112
896101,8961,1,1973,16,99
896102,8961,2,1981,23,31
896201,8962,1,1978,19,132
896202,8962,1,1985,25,145
896203,8962,1,1997,38,136
896501,8965,2,1991,29,118
896502,8965,1,1994,32,-3
896601,8966,1,1976,16,123
896602,8966,2,1981,21,119
896701,8967,2,1979,19,96
896702,8967,2,1981,20,120
896703,8967,2,1983,23,112
896704,8967,2,1983,23,112
896705,8967,2,1986,25,117
896706,8967,1,1989,28,-3
896901,8969,1,1987,23,120
896902,8969,2,1989,26,120
896903,8969,2,1991,27,108
896904,8969,1,1993,29,-3
896905,8969,1,2001,38,-3
897001,8970,2,1984,23,139
897401,8974,1,1980,17,107
897402,8974,1,1991,27,121
897403,8974,1,2000,37,139
897404,8974,1,2004,41,105
897701,8977,2,1976,16,67
897702,8977,1,1977,17,105
897703,8977,1,1998,38,80
897704,8977,2,2002,42,-7
898201,8982,1,1990,26,137
898501,8985,2,1983,20,126
898502,8985,1,1985,23,99
899601,8996,2,1982,22,131
899602,8996,1,1987,27,106
899603,8996,2,1990,29,115
900001,9000,1,1982,19,101
900002,9000,1,1983,20,84
900003,9000,2,1985,21,93
900401,9004,1,1981,17,120
900402,9004,1,1983,18,99
901101,9011,1,1983,20,113
901102,9011,1,1985,21,110
901103,9011,1,1989,26,-3
901201,9012,1,1975,16,91
901801,9018,2,1983,18,141
901901,9019,1,1983,21,109
901902,9019,1,1985,22,-2
901903,9019,2,1991,29,116
901904,9019,1,1995,33,117
902101,9021,2,1984,20,115
902301,9023,2,1980,21,81
902302,9023,1,1990,31,103
902501,9025,1,1980,20,121
902502,9025,2,1983,23,137
902503,9025,1,1985,25,162
902901,9029,2,1995,35,106
903301,9033,1,1982,18,-3
903302,9033,1,1989,25,128
903501,9035,1,1980,21,54
903502,9035,1,1986,27,159
903503,9035,1,1989,30,148
903701,9037,2,1982,24,116
903702,9037,1,1985,26,128
903703,9037,1,1989,31,111
903801,9038,2,1978,19,128
903802,9038,2,1995,36,146
904001,9040,1,1983,19,101
904002,9040,1,1985,21,100
904003,9040,2,1991,27,128
904101,9041,1,1984,22,115
904102,9041,2,1985,23,137
904103,9041,1,1988,26,123
904501,9045,1,1979,16,123
904502,9045,2,1981,18,-3
904503,9045,2,1992,29,128
904601,9046,1,1978,17,106
904801,9048,2,1974,14,-2
904802,9048,2,1979,18,-2
904803,9048,2,1980,20,98
904804,9048,1,1983,22,113
904805,9048,1,1985,24,80
904806,9048,2,1987,26,-3
905001,9050,1,1977,14,96
905002,9050,2,1979,17,102
905003,9050,1,1992,29,104
905301,9053,2,1980,20,110
905701,9057,2,1984,19,113
905702,9057,2,1987,22,140
905703,9057,1,1991,27,160
905704,9057,2,1993,29,102
906001,9060,2,1971,11,96
906002,9060,2,1973,13,100
906003,9060,2,1974,15,112
906004,9060,2,1976,16,104
906005,9060,1,1977,17,96
906301,9063,1,1975,16,102
906302,9063,2,1979,20,84
906401,9064,2,1978,15,33
906402,9064,2,1981,18,96
906403,9064,2,1984,21,99
906404,9064,1,1985,22,92
906501,9065,2,1980,21,112
906502,9065,1,1986,28,132
906701,9067,1,1985,22,-3
906702,9067,2,1987,24,123
906703,9067,2,1995,32,124
907001,9070,2,1986,22,115
907002,9070,2,1988,24,109
907003,9070,2,1994,30,-3
907401,9074,2,1977,19,118
907402,9074,1,1981,23,121
907403,9074,2,1983,25,118
908001,9080,2,1975,15,96
908002,9080,1,1977,17,96
908003,9080,1,1981,21,121
908101,9081,1,1983,21,114
908102,9081,1,1985,23,109
908103,9081,1,1987,25,132
908401,9084,2,1983,20,128
908402,9084,1,1986,23,128
908601,9086,2,1976,17,120
908602,9086,1,1981,22,118
908701,9087,2,1990,32,110
909201,9092,2,1981,19,133
909202,9092,2,1982,20,147
909501,9095,2,1986,26,135
910001,9100,2,1985,21,108
910002,9100,1,1988,24,-3
910003,9100,1,1991,28,98
910101,9101,1,1979,20,112
910102,9101,2,1981,21,96
910103,9101,2,1997,38,128
910104,9101,2,1998,39,115
910301,9103,1,1981,20,112
910302,9103,2,1983,21,128
910303,9103,2,1984,23,132
910401,9104,2,1979,18,94
910402,9104,1,1982,20,112
910403,9104,1,1985,24,107
910404,9104,2,1990,28,92
910601,9106,2,1994,29,162
910801,9108,2,1977,16,108
910802,9108,2,1981,20,124
910803,9108,2,1982,21,113
910901,9109,2,1981,17,123
910902,9109,2,1985,21,123
910903,9109,1,1989,25,-2
911501,9115,2,1979,18,96
911502,9115,1,1984,23,80
911503,9115,2,1991,30,103
911701,9117,1,1985,26,114
911702,9117,2,1989,30,98
911801,9118,2,1982,22,72
911802,9118,1,1985,25,100
911803,9118,2,1986,26,97
911901,9119,2,1983,24,100
912201,9122,1,1979,19,135
912202,9122,2,1982,22,118
912401,9124,1,1979,20,162
912402,9124,1,1981,22,116
912901,9129,1,1989,30,121
913301,9133,2,1982,18,142
913302,9133,1,1989,25,104
913401,9134,1,1988,30,115
913402,9134,1,1989,32,128
913501,9135,2,1987,23,122
913801,9138,2,1978,17,-7
914101,9141,2,1984,21,89
914102,9141,2,1986,23,70
914201,9142,1,1979,22,108
914202,9142,1,1983,25,100
914203,9142,1,1986,29,101
914301,9143,2,1984,24,127
914302,9143,1,1985,26,128
914401,9144,2,1987,25,130
914402,9144,2,1989,26,119
914403,9144,2,1991,28,125
914501,9145,2,1980,19,124
914502,9145,1,1983,22,109
914503,9145,2,1987,26,109
914504,9145,2,1989,28,114
914801,9148,1,1980,21,120
914802,9148,1,1985,26,114
915701,9157,1,1980,18,115
915702,9157,1,1982,20,131
915703,9157,1,1984,22,144
915901,9159,2,1984,21,87
916701,9167,2,1989,26,94
916801,9168,2,1988,24,120
917101,9171,1,1977,18,117
917102,9171,2,1985,26,118
917103,9171,1,1988,29,-3
917201,9172,2,1977,15,115
917202,9172,1,1989,27,107
917301,9173,1,1980,16,50
917302,9173,2,1981,17,79
917303,9173,1,1982,18,77
917401,9174,1,1980,18,118
917801,9178,1,1982,24,112
917802,9178,1,1988,29,-3
917901,9179,2,1983,19,140
917902,9179,1,1984,20,134
917903,9179,1,1989,25,122
918001,9180,1,1976,18,112
918002,9180,1,1979,21,128
918003,9180,1,1980,23,128
918004,9180,1,1984,26,144
918005,9180,2,1986,28,-3
918201,9182,2,1979,19,143
918202,9182,2,1980,21,111
918203,9182,2,1984,25,126
918301,9183,1,1979,19,117
918302,9183,2,1985,25,81
918303,9183,1,1985,25,80
918501,9185,2,1978,17,116
919201,9192,2,1977,15,103
919202,9192,2,1989,26,103
919301,9193,1,1999,34,140
919501,9195,2,1982,23,127
919901,9199,1,1998,35,77
919902,9199,2,2000,37,45
920101,9201,2,1976,16,108
920102,9201,2,1977,18,93
920201,9202,1,1976,14,-3
920501,9205,1,1981,19,135
920502,9205,1,1984,22,107
920503,9205,2,1993,31,123
920601,9206,1,1983,19,128
920602,9206,1,1985,20,115
920801,9208,2,1974,16,105
921401,9214,2,1982,22,83
921402,9214,2,1983,23,-3
921403,9214,2,1985,25,118
921404,9214,2,1986,26,118
921901,9219,1,2000,38,-3
922001,9220,2,1974,15,102
922002,9220,2,1978,19,86
922101,9221,1,1991,33,104
922301,9223,1,1988,26,110
922302,9223,2,1996,33,-3
922701,9227,1,1987,23,-3
922801,9228,1,1977,16,110
922802,9228,1,1983,21,112
922901,9229,2,1987,22,98
922902,9229,2,1997,32,82
922903,9229,1,2002,37,-7
923101,9231,1,1986,23,112
923102,9231,2,1988,24,120
923301,9233,1,1980,18,102
923302,9233,1,1982,21,65
923303,9233,1,1982,21,54
923401,9234,2,1981,17,67
923402,9234,2,1987,23,95
923601,9236,1,1984,21,106
923801,9238,2,1983,26,115
923802,9238,1,1987,29,-3
923901,9239,1,1987,28,127
923902,9239,1,1989,30,130
924301,9243,1,1988,29,152
924401,9244,1,1978,19,115
924402,9244,1,1983,24,129
924601,9246,1,1986,22,120
924602,9246,2,1990,26,136
924801,9248,1,1983,21,124
924802,9248,2,1989,28,45
924901,9249,2,1985,22,109
925201,9252,2,1979,19,113
925202,9252,2,1982,22,109
925501,9255,2,1976,16,121
925502,9255,1,1981,21,101
925503,9255,2,1984,24,69
925504,9255,2,1987,27,83
925601,9256,1,1986,24,144
925602,9256,1,1997,35,121
925701,9257,1,1979,19,103
925702,9257,1,1982,22,116
925703,9257,2,1984,25,112
925901,9259,1,1975,17,144
925902,9259,2,1978,19,102
926001,9260,2,1978,18,112
926002,9260,1,1993,33,100
926101,9261,1,1979,18,103
926102,9261,2,1980,19,118
926201,9262,1,1979,16,34
926401,9264,1,1979,19,102
926402,9264,1,1981,20,86
926403,9264,1,1982,21,70
926801,9268,2,1983,22,96
926802,9268,1,2002,41,-3
927201,9272,1,1975,17,83
927202,9272,1,1977,20,115
927203,9272,1,1984,27,112
927301,9273,2,1975,15,152
927302,9273,1,1977,17,175
927303,9273,2,1983,23,160
927304,9273,2,1990,29,160
927401,9274,1,1975,18,102
927402,9274,2,1979,21,128
927403,9274,2,1983,25,112
927501,9275,1,1980,17,104
927502,9275,1,1982,18,102
927503,9275,2,1985,22,124
927504,9275,1,1987,24,117
927701,9277,2,1978,16,85
927702,9277,2,1980,17,112
927703,9277,1,1982,19,112
927801,9278,1,1981,18,128
927802,9278,2,1986,22,118
928101,9281,1,1981,18,135
928102,9281,2,1983,20,134
928103,9281,1,1995,32,-3
928401,9284,2,1976,15,106
928402,9284,1,1977,17,94
928403,9284,1,1978,18,99
928404,9284,2,1982,21,150
928601,9286,2,1986,22,107
928602,9286,1,1991,28,92
928701,9287,2,1981,23,124
928702,9287,1,1990,32,-3
928703,9287,2,1992,34,-3
928704,9287,2,1994,36,-3
929801,9298,1,1980,17,109
929802,9298,2,1982,19,115
929803,9298,1,1994,32,109
929804,9298,2,1995,33,75
929805,9298,1,1997,34,92
930801,9308,1,1984,20,122
930802,9308,1,1993,29,-3
930803,9308,1,1995,30,-3
930804,9308,2,1998,33,-3
930805,9308,1,1999,35,-7
930806,9308,1,2002,38,-7
930807,9308,1,2002,38,-7
931201,9312,1,1981,19,83
931202,9312,1,1992,29,137
931203,9312,2,2000,38,-3
931204,9312,2,2002,40,-3
931701,9317,1,1981,21,123
931702,9317,1,1985,25,-3
931703,9317,1,1987,27,118
931704,9317,2,1989,29,103
931901,9319,2,1978,20,-2
931902,9319,2,1982,24,110
931903,9319,1,1989,32,50
932301,9323,1,1975,16,106
932501,9325,2,1983,25,96
932502,9325,1,1989,31,141
933001,9330,1,1987,29,130
933301,9333,2,1993,34,74
933601,9336,1,1989,31,152
933701,9337,1,1980,20,145
933702,9337,1,1992,32,116
934001,9340,2,1986,22,-3
934101,9341,2,1987,27,138
934102,9341,2,1989,28,134
934201,9342,2,1985,22,122
934202,9342,2,1992,30,137
934401,9344,2,1984,24,120
934402,9344,1,1985,25,135
934601,9346,1,1976,18,69
934701,9347,1,1976,19,124
934702,9347,2,1982,24,108
934901,9349,2,1977,16,128
934902,9349,1,1979,18,144
934903,9349,2,1988,27,136
934904,9349,2,1990,29,120
935301,9353,1,1984,21,161
935302,9353,2,1986,24,126
935401,9354,2,1982,21,28
935402,9354,1,1993,32,73
935403,9354,1,1994,33,122
935501,9355,1,1976,17,-3
935901,9359,1,1993,32,-3
935902,9359,1,1995,34,116
936001,9360,1,1997,35,125
936002,9360,2,2001,39,-3
936301,9363,1,1982,19,130
936501,9365,1,1995,31,114
936601,9366,1,1982,22,127
936602,9366,2,1991,31,-7
937101,9371,1,1983,19,130
937102,9371,2,1987,23,128
937401,9374,1,1978,20,102
937402,9374,1,1980,21,133
937403,9374,2,1983,25,120
937404,9374,2,1984,26,108
937801,9378,2,1983,19,115
937802,9378,1,1986,21,-3
938001,9380,1,1988,25,137
938002,9380,2,1989,26,133
938101,9381,2,1977,19,153
938102,9381,1,1983,25,132
938103,9381,1,1985,27,141
938201,9382,2,1976,18,112
938202,9382,1,1978,21,104
938203,9382,1,1979,22,112
938204,9382,2,1984,26,112
938205,9382,1,1998,40,86
938301,9383,1,1979,19,103
938302,9383,2,1981,21,115
938401,9384,2,1985,24,112
938801,9388,2,1983,19,112
938802,9388,2,1986,22,169
938803,9388,2,1988,24,130
939201,9392,2,1980,21,110
939202,9392,1,1982,23,158
939203,9392,1,1986,27,48
939601,9396,2,1979,20,139
939602,9396,2,1980,21,120
939603,9396,1,1982,23,162
939701,9397,1,1978,21,124
939702,9397,1,1980,22,120
940101,9401,1,1975,17,103
940102,9401,1,1987,29,102
940103,9401,1,1990,32,123
940301,9403,1,1978,21,111
940302,9403,1,1985,28,140
940601,9406,1,1979,16,-3
940801,9408,1,1978,17,125
940802,9408,2,1981,20,105
940803,9408,2,1983,22,102
941301,9413,1,1976,15,86
941302,9413,1,1989,28,90
941601,9416,2,1984,27,110
941602,9416,2,1986,29,110
942101,9421,1,1987,30,139
942102,9421,1,1990,32,131
942301,9423,1,1998,35,104
942302,9423,2,1999,36,104
942303,9423,1,2001,38,-3
942901,9429,2,1989,25,143
942902,9429,1,1990,26,146
943001,9430,2,1983,18,103
943002,9430,2,1988,23,137
943201,9432,1,1975,16,117
943301,9433,1,1978,18,106
943302,9433,1,1980,20,92
943401,9434,1,1987,25,136
943402,9434,2,1989,27,105
944001,9440,1,1988,25,126
944002,9440,1,1991,28,110
944101,9441,1,1977,16,92
944102,9441,1,1981,20,88
944103,9441,1,1990,29,103
944104,9441,2,1994,33,90
944601,9446,2,1982,25,121
944602,9446,2,1985,28,137
945201,9452,2,1984,26,134
945501,9455,1,1987,29,119
945502,9455,2,1989,31,104
945601,9456,2,1989,31,114
945901,9459,1,1989,29,108
946001,9460,1,1987,29,121
946101,9461,2,1984,26,108
946102,9461,2,1985,27,51
946401,9464,1,1989,31,117
946601,9466,2,1986,27,120
946602,9466,1,1988,29,126
946901,9469,2,1981,23,115
947301,9473,1,1974,16,104
947302,9473,2,1976,18,98
947303,9473,2,1978,20,101
947304,9473,1,1979,21,115
947305,9473,1,1980,22,121
947601,9476,1,1980,18,85
947602,9476,2,1985,23,91
947701,9477,1,1981,17,115
947702,9477,2,1984,20,106
947703,9477,1,1986,22,127
947901,9479,1,1986,23,145
947902,9479,1,1988,25,134
948201,9482,2,1976,18,134
948202,9482,1,1978,20,132
948203,9482,1,1980,23,130
948301,9483,2,1987,29,113
948302,9483,1,1990,32,113
948501,9485,1,1981,20,81
948502,9485,1,1983,22,118
948503,9485,1,1985,24,117
948504,9485,1,1986,25,113
948701,9487,1,1982,25,129
948702,9487,2,1987,30,109
948801,9488,2,1982,21,126
948802,9488,2,1984,23,124
948803,9488,2,1985,24,113
949201,9492,1,1983,22,98
949202,9492,1,1984,23,116
949601,9496,1,1988,23,155
949602,9496,2,1991,27,128
949603,9496,1,1994,29,-3
949701,9497,2,1987,26,117
949702,9497,2,1989,27,107
949801,9498,2,1977,19,89
949802,9498,2,1979,21,124
949803,9498,1,1982,25,137
949804,9498,1,1984,27,148
949805,9498,1,1989,32,136
949901,9499,1,1974,16,98
949902,9499,1,1977,19,128
949903,9499,2,1982,24,116
949904,9499,1,1983,25,144
949905,9499,2,1984,27,145
949906,9499,2,1986,29,111
949907,9499,2,1988,30,151
950101,9501,2,1981,21,107
950401,9504,1,2004,43,-7
950701,9507,1,1984,25,126
950702,9507,1,1986,27,-3
950703,9507,2,1988,29,132
951001,9510,1,1981,19,109
951201,9512,2,1983,24,111
951202,9512,1,1994,35,124
951501,9515,1,1977,20,91
951502,9515,1,1979,22,127
951503,9515,2,1985,27,121
951601,9516,2,1980,16,110
951602,9516,1,1982,18,126
951603,9516,1,1982,19,32
951604,9516,2,1984,21,96
951605,9516,2,1986,23,116
951701,9517,1,1977,18,146
951702,9517,1,1979,20,134
952101,9521,2,1977,19,96
952102,9521,2,1988,30,127
952103,9521,2,1992,35,130
952201,9522,2,1980,21,107
952202,9522,1,1983,23,126
952301,9523,1,1979,19,130
952302,9523,2,1982,22,134
952303,9523,1,1984,23,141
952304,9523,2,1987,26,-3
952305,9523,1,1990,30,117
952306,9523,1,1992,32,118
952307,9523,2,1998,38,121
952501,9525,1,1979,17,115
952901,9529,2,1978,20,153
952902,9529,1,1979,21,153
952903,9529,1,1984,26,112
952904,9529,1,1989,31,-2
953001,9530,2,1983,23,128
953002,9530,1,1990,30,115
953201,9532,1,1982,18,113
953202,9532,2,1985,20,130
953203,9532,1,1991,26,137
953601,9536,1,1985,28,32
953602,9536,1,1985,28,32
953701,9537,1,1981,20,101
953702,9537,2,1983,21,111
953703,9537,1,1984,22,96
953704,9537,2,1985,24,96
954101,9541,2,1999,36,88
954201,9542,2,1980,17,125
954202,9542,2,1982,19,128
954203,9542,2,1984,21,115
954204,9542,1,1986,23,120
955401,9554,2,1978,19,125
955402,9554,2,1979,20,91
955403,9554,2,1983,24,108
955601,9556,1,1976,17,108
955602,9556,2,1978,19,116
955701,9557,2,1978,20,99
955702,9557,2,1989,31,99
955801,9558,2,1982,21,122
955802,9558,2,1990,29,-3
956001,9560,1,1991,27,85
956401,9564,1,1987,30,136
956701,9567,2,1984,25,95
956702,9567,2,1988,28,-3
956801,9568,1,1989,26,108
956802,9568,1,1991,29,124
956803,9568,1,1993,31,-3
957401,9574,1,1976,16,88
957402,9574,1,1978,19,120
957501,9575,1,1976,19,113
957502,9575,1,1977,20,117
957503,9575,2,1982,24,116
957504,9575,1,1996,39,-3
957601,9576,1,1999,36,129
957602,9576,2,2003,39,-7
957603,9576,2,2003,39,-7
957801,9578,2,1979,17,104
957802,9578,1,1981,20,112
957803,9578,2,1982,21,110
957804,9578,1,1986,24,-3
957805,9578,1,1991,30,122
957806,9578,2,1995,33,122
957901,9579,2,1989,26,146
957902,9579,1,1992,29,138
958201,9582,2,1989,30,108
958202,9582,2,1994,34,98
959301,9593,1,1984,25,120
959302,9593,2,1985,27,127
959303,9593,1,1990,31,130
959401,9594,1,1984,25,109
959402,9594,2,1988,29,-3
959601,9596,2,1981,22,101
959602,9596,2,1981,22,93
959701,9597,1,1985,26,118
960201,9602,2,1983,19,109
960202,9602,2,1986,22,109
960401,9604,2,1981,21,103
960402,9604,2,1987,27,113
960801,9608,1,1978,20,99
960802,9608,1,1980,22,85
960803,9608,1,1981,23,139
960901,9609,2,1984,23,98
961001,9610,2,1990,27,118
961101,9611,2,1981,24,115
961102,9611,1,1983,26,131
961401,9614,1,1980,19,127
961601,9616,1,1981,18,145
961602,9616,2,1985,22,124
961603,9616,2,1988,24,-3
961901,9619,2,1981,23,138
961902,9619,1,1986,28,105
962001,9620,2,1978,18,98
962002,9620,2,1980,20,96
962003,9620,2,1982,22,96
962301,9623,1,1980,18,138
962302,9623,2,1982,21,138
962701,9627,1,1982,22,88
962702,9627,1,1985,25,80
962703,9627,1,1987,27,-3
963101,9631,1,1982,24,125
963201,9632,2,1984,23,112
963202,9632,2,1993,32,89
963203,9632,2,1993,32,86
963301,9633,1,1977,18,141
963302,9633,2,1981,22,116
963501,9635,2,1993,28,118
963502,9635,2,1996,31,105
963701,9637,2,1984,24,112
963702,9637,1,1987,27,134
964001,9640,2,1986,24,141
964002,9640,2,1992,30,142
964101,9641,2,1998,38,112
964102,9641,2,1998,38,80
964401,9644,2,1989,31,136
964402,9644,2,1992,34,136
964701,9647,2,1990,27,86
964801,9648,1,1978,18,120
964802,9648,2,1982,22,119
964803,9648,1,1983,24,117
964804,9648,1,1985,26,125
965201,9652,2,1982,22,133
965202,9652,2,1985,25,121
965501,9655,2,1981,17,-3
965502,9655,1,1985,21,-3
965503,9655,1,1993,29,-3
965701,9657,2,1981,22,111
965901,9659,2,1996,34,107
966001,9660,1,1986,28,123
966002,9660,1,1989,30,118
966101,9661,2,1984,25,108
966102,9661,1,1990,30,100
966201,9662,2,2004,41,125
967101,9671,1,1975,14,99
967102,9671,2,1978,16,101
967103,9671,2,1979,17,107
967104,9671,2,1980,18,104
967201,9672,1,1992,33,119
967601,9676,1,1982,23,118
967602,9676,1,1983,25,116
967603,9676,2,1986,27,122
968001,9680,1,1984,21,128
968002,9680,2,1986,23,116
968003,9680,1,1989,26,103
968401,9684,2,1980,18,102
968402,9684,2,1984,23,98
968601,9686,2,1982,18,116
968602,9686,1,2001,37,-3
969201,9692,1,1985,27,154
969202,9692,1,1987,30,120
970201,9702,1,1980,22,108
970401,9704,1,1987,29,131
970402,9704,2,1989,31,129
970501,9705,2,1988,30,108
