"C0000100","C0000200","C0005400","C0005700","C0007000","C0328600"
970701,9707,1,1978,20,112
970702,9707,1,1987,29,121
970901,9709,1,1987,28,128
971101,9711,2,2001,39,-3
971102,9711,1,2002,41,-7
971301,9713,1,1987,29,150
972201,9722,2,1989,30,135
973001,9730,2,1977,18,105
973002,9730,1,1985,26,115
973003,9730,1,1988,29,104
973101,9731,2,1989,27,129
973301,9733,2,1983,25,143
973601,9736,1,1977,19,90
973602,9736,1,1981,23,125
973603,9736,2,1987,29,100
974001,9740,1,1985,25,113
974002,9740,2,1986,26,94
974801,9748,2,1987,27,103
974802,9748,1,1989,29,114
975001,9750,1,1975,17,103
975002,9750,1,1980,21,117
975003,9750,1,1981,23,104
975301,9753,1,1980,20,74
975401,9754,1,1976,15,108
975402,9754,2,1978,17,150
975403,9754,2,1980,19,151
975404,9754,1,1981,21,163
975501,9755,2,1977,18,140
975502,9755,2,1979,21,110
975601,9756,1,1974,16,99
975602,9756,1,1975,17,124
975701,9757,1,1996,34,97
975702,9757,2,1997,35,104
975801,9758,2,1980,17,93
975802,9758,1,1993,30,-3
975803,9758,1,1995,31,106
976301,9763,1,1994,30,141
976302,9763,2,1997,34,-3
976501,9765,1,1981,21,98
976502,9765,2,1987,27,69
976601,9766,2,1989,28,148
976801,9768,1,1977,20,124
976802,9768,1,1982,24,115
976803,9768,1,1988,31,-2
977201,9772,2,1981,19,134
977202,9772,1,1985,23,131
977203,9772,1,1989,27,137
977204,9772,2,1992,30,-3
977205,9772,1,1994,32,124
977401,9774,2,1982,21,138
977402,9774,2,1987,26,173
977801,9778,2,1980,20,100
977802,9778,1,1987,27,139
977803,9778,1,1988,28,129
978401,9784,2,1983,18,131
978402,9784,1,1986,21,158
978403,9784,1,1987,22,137
978901,9789,1,1985,22,120
978902,9789,1,1988,24,-3
978903,9789,1,1989,26,139
979001,9790,1,1988,24,121
979002,9790,2,1990,26,113
979003,9790,1,1993,28,130
979501,9795,1,1981,18,155
979502,9795,1,1983,21,139
979503,9795,1,1985,23,163
979601,9796,2,1983,18,128
979602,9796,1,1984,20,120
979603,9796,2,1986,21,128
979604,9796,1,1987,22,-3
979701,9797,1,1979,19,153
979702,9797,2,1984,23,102
979801,9798,1,1981,22,106
979802,9798,2,1982,24,101
979803,9798,1,1985,26,99
979804,9798,2,1987,28,64
980701,9807,2,1978,19,98
980702,9807,2,1979,20,81
980901,9809,1,1976,16,98
980902,9809,2,1982,22,107
981101,9811,2,1980,23,132
981102,9811,1,1984,26,132
981701,9817,2,1980,20,8
981702,9817,2,1982,22,6
981703,9817,1,1987,27,98
982001,9820,2,1987,25,105
982601,9826,1,1983,20,109
982801,9828,1,1981,18,-2
982802,9828,1,1982,19,-2
982803,9828,2,1983,20,114
982804,9828,2,1984,21,-3
982805,9828,2,1986,23,-2
983001,9830,1,1985,21,121
983002,9830,1,1987,23,113
983003,9830,1,1998,34,107
983101,9831,2,1990,31,131
983102,9831,2,1996,37,0
983201,9832,2,1982,21,124
983202,9832,1,1986,25,123
983401,9834,1,1976,16,137
983402,9834,1,1978,18,114
983403,9834,1,1982,22,115
983701,9837,2,1984,19,131
983702,9837,2,1985,21,146
983703,9837,2,1990,25,143
983704,9837,1,2004,39,-7
983801,9838,2,1977,18,108
983802,9838,2,1981,23,135
983803,9838,2,1989,30,119
983804,9838,2,1994,36,128
983901,9839,1,1981,19,131
983902,9839,2,1984,23,115
983903,9839,1,1987,26,142
984001,9840,2,1983,20,107
984002,9840,1,1985,22,94
984003,9840,2,1986,23,80
984401,9844,2,1983,21,133
984402,9844,2,1985,23,-2
984403,9844,1,1986,24,-2
984404,9844,1,1989,27,151
984405,9844,2,1998,36,135
984501,9845,1,1985,26,100
984502,9845,2,1987,28,108
984503,9845,1,1989,29,143
985101,9851,2,1984,20,108
985102,9851,2,1990,26,114
985201,9852,1,1982,18,173
985501,9855,2,1995,31,106
985502,9855,2,1998,33,-3
985801,9858,2,1979,20,126
985802,9858,1,1982,23,133
985803,9858,1,1987,28,133
986101,9861,1,1978,21,144
986102,9861,2,1986,29,119
986201,9862,1,1983,21,162
986202,9862,1,1984,22,158
986203,9862,1,1989,27,135
986401,9864,2,1978,19,106
986402,9864,2,1979,20,112
986501,9865,1,1980,17,120
986502,9865,2,1982,19,116
986503,9865,2,1986,23,114
986504,9865,2,1988,24,116
986505,9865,1,1991,27,122
986506,9865,1,1993,30,128
986507,9865,1,1999,36,109
987001,9870,1,1984,20,63
987002,9870,1,1988,23,101
987003,9870,1,1991,27,135
987101,9871,1,1975,16,111
987102,9871,2,1983,23,116
987401,9874,2,1990,25,114
987402,9874,2,1993,28,-3
987403,9874,2,1995,30,137
987701,9877,1,1985,22,134
987702,9877,2,1991,29,124
988101,9881,1,1986,22,136
988102,9881,2,1990,25,120
988103,9881,1,1994,30,-3
988201,9882,2,1980,22,118
988202,9882,1,1981,24,116
988203,9882,1,1986,28,116
988501,9885,1,1981,22,124
988502,9885,2,1983,24,119
988701,9887,2,1980,20,117
988702,9887,1,1988,28,120
989101,9891,1,1985,25,113
989102,9891,2,1987,28,87
989201,9892,2,1984,20,137
989202,9892,1,1996,32,126
989501,9895,2,1984,24,137
989502,9895,1,1985,26,137
989503,9895,2,1996,36,135
989701,9897,1,1997,35,134
989702,9897,2,2001,39,-3
989801,9898,2,1991,29,131
989901,9899,2,1989,31,98
989902,9899,1,1992,34,111
990301,9903,1,1984,19,116
990601,9906,1,1994,30,104
990602,9906,1,2000,36,100
991001,9910,2,1983,19,120
991301,9913,1,1980,20,85
991302,9913,1,1980,20,83
991303,9913,2,1987,27,-3
991601,9916,2,1983,20,117
991602,9916,2,1987,24,138
991603,9916,2,1988,25,120
991604,9916,2,1997,34,116
992001,9920,1,1994,29,128
992002,9920,1,1996,31,113
992201,9922,1,1980,21,105
992202,9922,1,1996,37,134
992501,9925,1,1983,19,101
992502,9925,1,1989,25,57
992701,9927,1,1983,24,129
992702,9927,1,1995,36,-3
993001,9930,2,1982,19,51
993002,9930,1,1983,21,102
993003,9930,2,1985,23,102
993201,9932,1,1984,24,126
993202,9932,2,1987,27,127
993501,9935,2,1981,19,114
993502,9935,1,1983,20,71
993503,9935,2,1986,23,136
993504,9935,2,1988,25,125
993801,9938,2,1984,22,117
993802,9938,2,1985,23,132
993803,9938,1,1988,26,137
993804,9938,1,1989,27,132
993901,9939,2,1991,32,151
993902,9939,1,1996,37,148
994001,9940,1,1977,20,93
994002,9940,2,1981,23,113
994101,9941,2,1990,30,139
994102,9941,1,1994,34,-3
994401,9944,1,1983,20,123
994402,9944,2,1986,23,-3
994501,9945,2,1977,20,128
994502,9945,1,1981,24,128
994503,9945,2,1984,27,120
994504,9945,1,1991,34,120
994601,9946,2,1977,19,116
994602,9946,1,1981,24,160
994801,9948,1,1990,26,121
995101,9951,2,1984,21,104
995102,9951,1,1985,22,98
995103,9951,1,1989,26,133
995104,9951,1,2000,37,114
995301,9953,2,1989,25,105
995302,9953,1,1992,28,130
995303,9953,2,1996,31,-3
995304,9953,1,1999,34,160
995501,9955,2,1988,26,112
995502,9955,1,1995,33,-3
996001,9960,1,1981,20,112
996002,9960,2,1984,23,130
996501,9965,1,1975,17,114
996502,9965,1,1978,20,96
996601,9966,2,1975,16,144
996602,9966,2,1978,19,112
996603,9966,2,1983,24,136
996604,9966,1,1994,35,-3
996701,9967,2,1974,15,107
996702,9967,2,1977,18,112
996703,9967,1,1982,23,146
997001,9970,2,1981,21,114
997002,9970,2,1987,27,101
997003,9970,1,1990,30,140
997004,9970,1,1993,32,101
997005,9970,1,1997,36,104
997006,9970,1,1998,38,168
997201,9972,1,1983,23,116
997202,9972,2,1990,29,131
997203,9972,2,1995,35,104
997301,9973,2,1991,29,100
997401,9974,2,1980,16,103
997402,9974,2,1987,23,115
997403,9974,2,1991,26,133
997404,9974,1,2001,36,-3
997801,9978,1,1990,28,100
998001,9980,1,1980,21,120
998002,9980,1,1981,22,131
998003,9980,2,1986,27,141
998004,9980,1,1989,31,158
998005,9980,2,1991,32,141
998006,9980,2,1993,35,142
998101,9981,2,1979,18,147
998102,9981,1,1981,20,165
998103,9981,1,1994,33,-3
998104,9981,2,1996,35,-3
998201,9982,2,1988,25,96
998202,9982,2,1990,26,117
998203,9982,1,1992,28,91
998601,9986,2,1982,23,109
998602,9986,1,1984,25,118
998603,9986,1,1986,28,115
998604,9986,1,1991,33,123
998605,9986,2,2000,41,115
999101,9991,2,1983,25,113
999102,9991,2,1987,29,114
999201,9992,2,1986,22,134
999202,9992,1,1990,26,128
999203,9992,1,1992,27,137
999204,9992,2,1993,28,-3
999205,9992,2,1995,30,104
999501,9995,1,1985,21,111
999502,9995,1,1989,25,144
999701,9997,1,1979,16,136
999702,9997,1,1987,24,101
999703,9997,1,1990,27,123
999704,9997,2,1993,30,128
1000001,10000,1,1982,19,107
1000002,10000,1,1984,21,136
1000003,10000,2,1988,25,-3
1000004,10000,1,1991,27,136
1000201,10002,1,1986,21,115
1000202,10002,2,1990,25,95
1000203,10002,1,1992,27,101
1000801,10008,2,1984,26,121
1000802,10008,1,1986,29,-3
1000803,10008,2,1988,31,121
1001101,10011,1,1987,26,134
1001102,10011,2,1992,31,114
1001201,10012,2,1983,24,115
1001202,10012,2,1983,24,97
1001203,10012,1,1984,25,128
1001501,10015,2,1979,20,-3
1001502,10015,1,1990,31,137
1001601,10016,2,1977,18,118
1001602,10016,2,1979,21,-3
1001603,10016,2,1981,23,105
1002401,10024,1,1981,21,118
1002402,10024,2,1984,24,119
1002403,10024,2,1998,38,64
1002601,10026,2,1980,16,117
1002602,10026,1,1981,17,86
1002603,10026,2,1982,18,101
1002604,10026,2,1984,20,116
1002605,10026,1,1985,21,139
1002606,10026,2,1987,23,117
1002607,10026,2,1988,24,144
1002901,10029,2,1978,18,102
1002902,10029,2,1979,19,136
1003201,10032,1,1981,16,109
1003202,10032,2,1983,19,114
1003203,10032,2,1986,21,132
1003204,10032,1,1989,25,102
1003205,10032,1,1991,26,35
1003206,10032,1,1992,27,133
1003401,10034,1,1987,27,127
1003402,10034,2,1991,31,120
1003403,10034,2,1995,34,101
1003601,10036,1,1979,22,125
1003602,10036,1,1981,24,131
1003603,10036,2,1982,25,123
1003604,10036,1,1987,30,132
1003605,10036,2,1989,32,132
1003701,10037,2,2000,37,89
1003801,10038,2,1976,18,102
1003802,10038,2,1979,21,118
1004201,10042,1,1979,20,144
1004202,10042,1,1985,25,-2
1004203,10042,2,1990,31,137
1004204,10042,1,1994,35,121
1004401,10044,1,1989,26,152
1004701,10047,2,1982,19,116
1004801,10048,1,1986,27,137
1004802,10048,1,1989,30,137
1004803,10048,2,1991,32,132
1004901,10049,1,1981,20,121
1004902,10049,1,1984,23,125
1004903,10049,1,1988,28,131
1004904,10049,2,1994,34,-3
1005201,10052,1,1982,24,130
1005202,10052,2,1984,26,130
1005203,10052,2,1995,37,139
1005401,10054,1,1985,22,57
1005402,10054,2,1994,31,106
1005601,10056,2,1979,19,114
1005602,10056,1,1980,20,81
1005901,10059,1,1982,19,105
1005902,10059,2,1983,20,115
1005903,10059,2,1986,22,-3
1006001,10060,2,1978,21,110
1006002,10060,2,1980,23,115
1006201,10062,2,1976,15,120
1006202,10062,1,1977,16,108
1006203,10062,2,1983,22,133
1006301,10063,1,1981,18,137
1006302,10063,1,1982,19,130
1006601,10066,1,1975,17,91
1006602,10066,1,1977,19,107
1006603,10066,1,1980,22,119
1006604,10066,1,1982,24,128
1007201,10072,2,1985,22,99
1007202,10072,2,1986,23,94
1007203,10072,2,1996,33,-3
1007301,10073,2,1988,24,146
1007302,10073,2,1990,26,96
1007303,10073,2,1992,28,128
1007304,10073,2,1995,31,-3
1007701,10077,1,1983,21,137
1007702,10077,1,1987,24,142
1007703,10077,2,1994,31,141
1007704,10077,2,1999,37,142
1007901,10079,2,1991,27,142
1008101,10081,2,1979,15,117
1008102,10081,2,1980,17,136
1008103,10081,1,1986,22,117
1008104,10081,1,1987,23,64
1008105,10081,2,1989,25,112
1008601,10086,2,1985,22,107
1008602,10086,1,1989,27,116
1008801,10088,1,1983,19,101
1009201,10092,2,1979,21,122
1009202,10092,2,1981,24,141
1009301,10093,1,1978,18,102
1009302,10093,1,1979,20,136
1009501,10095,1,1984,19,115
1009502,10095,1,1986,21,102
1009503,10095,2,1987,22,85
1009701,10097,2,1981,19,122
1009702,10097,1,1983,22,160
1009703,10097,1,1988,26,143
1010101,10101,1,1976,15,96
1010102,10101,1,1978,16,102
1010103,10101,2,1986,25,-3
1010104,10101,2,1989,28,80
1010401,10104,1,1976,18,144
1010402,10104,2,1977,19,128
1010403,10104,2,1985,27,142
1010404,10104,2,1986,28,125
1010601,10106,2,1983,19,149
1010602,10106,2,1984,20,121
1011201,10112,2,1970,13,170
1011202,10112,1,1976,19,148
1011203,10112,1,1977,20,147
1011204,10112,2,1979,22,-3
1011301,10113,1,1975,15,90
1011302,10113,1,1977,17,52
1011601,10116,1,1984,23,131
1011701,10117,1,1977,19,123
1011702,10117,2,1980,21,114
1011901,10119,1,1978,21,102
1011902,10119,2,1985,28,96
1012501,10125,2,1990,32,48
1012502,10125,2,1993,35,134
1012701,10127,1,1980,20,126
1012901,10129,1,1979,18,105
1013001,10130,1,1989,30,109
1013002,10130,1,2001,42,-7
1013201,10132,2,1980,18,107
1013202,10132,2,1982,20,120
1013501,10135,1,1982,20,123
1013502,10135,1,1984,22,114
1013503,10135,1,1988,26,142
1013601,10136,1,1974,16,134
1013602,10136,1,1976,19,122
1013801,10138,1,1995,34,119
1014001,10140,1,1983,25,106
1014002,10140,1,1985,27,111
1014401,10144,2,1984,25,127
1014402,10144,2,1989,30,143
1014501,10145,2,1987,26,-3
1014801,10148,1,1983,18,120
1014802,10148,1,1989,24,109
1014901,10149,2,1981,20,115
1014902,10149,2,1983,22,118
1015001,10150,1,1982,20,97
1015002,10150,1,1985,23,116
1015003,10150,2,1986,24,133
1015101,10151,1,1976,16,114
1015301,10153,2,1999,38,110
1015601,10156,1,1985,23,-3
1015602,10156,2,1985,23,-3
1016201,10162,2,1987,23,118
1016202,10162,2,1994,30,-3
1016401,10164,1,1975,17,141
1016402,10164,1,1976,18,140
1016601,10166,2,1977,19,96
1016602,10166,1,1980,22,125
1016603,10166,2,1981,23,118
1016801,10168,1,1984,24,99
1016802,10168,1,1988,28,116
1017501,10175,1,1978,18,118
1017502,10175,1,1980,20,121
1017503,10175,1,1984,23,125
1017504,10175,2,1994,33,142
1018101,10181,1,1983,20,120
1018102,10181,1,1984,21,120
1018103,10181,2,1985,22,-3
1018104,10181,2,1986,23,-3
1018201,10182,2,1974,17,123
1018301,10183,2,1976,16,146
1018302,10183,2,1977,18,142
1018303,10183,1,1980,21,140
1018304,10183,2,1986,27,147
1018401,10184,1,1978,18,74
1018402,10184,1,1979,19,93
1018403,10184,2,1983,23,121
1018404,10184,1,1985,24,114
1018501,10185,2,1982,23,113
1018502,10185,1,1994,36,116
1018503,10185,2,1995,37,-3
1018801,10188,1,1987,29,96
1018802,10188,2,1990,32,-3
1019101,10191,2,1979,16,105
1019102,10191,1,1985,21,42
1019103,10191,1,1985,21,41
1019104,10191,1,1991,27,62
1019105,10191,2,1991,27,61
1019301,10193,1,1983,21,104
1019302,10193,1,1988,27,103
1019303,10193,2,1992,31,104
1020301,10203,2,1980,19,103
1020302,10203,2,1985,24,124
1021001,10210,1,1985,21,83
1021002,10210,2,1987,24,119
1021003,10210,2,1989,25,98
1021101,10211,1,1979,18,128
1021102,10211,1,1983,22,116
1021103,10211,1,1992,30,78
1021104,10211,2,1992,30,-3
1021201,10212,1,1981,23,117
1021202,10212,2,1983,26,113
1021301,10213,2,1978,19,116
1021302,10213,1,1979,21,112
1021303,10213,1,1981,23,108
1021304,10213,2,1983,24,107
1021401,10214,1,1974,14,104
1021402,10214,2,1976,16,104
1021501,10215,2,1978,21,81
1021502,10215,2,1983,26,80
1021601,10216,1,1989,25,132
1021901,10219,2,1981,19,107
1022001,10220,1,1977,18,107
1022002,10220,1,1980,21,80
1022003,10220,1,1987,28,121
1022004,10220,2,1990,31,115
1022101,10221,1,1985,26,126
1022102,10221,1,1989,30,123
1022601,10226,2,1985,27,54
1022602,10226,2,1988,29,127
1022701,10227,2,1974,16,150
1022702,10227,1,1976,18,161
1022703,10227,2,1977,19,141
1022901,10229,2,1988,27,127
1022902,10229,2,1994,34,-3
1023101,10231,1,1977,17,113
1023102,10231,1,1978,18,145
1023401,10234,1,1979,17,119
1023402,10234,2,1982,20,120
1023403,10234,2,1983,21,100
1023601,10236,1,1979,19,147
1023602,10236,1,1980,20,147
1023603,10236,1,1983,24,155
1023701,10237,2,1981,18,100
1023702,10237,1,1988,26,64
1023801,10238,1,1979,14,120
1023802,10238,2,1985,20,119
1024101,10241,2,1978,17,125
1024102,10241,1,1980,19,140
1024103,10241,1,1981,20,137
1024104,10241,2,1982,22,130
1024301,10243,1,1978,18,114
1024302,10243,1,1979,19,141
1024303,10243,2,1981,21,109
1024501,10245,1,1980,20,124
1024502,10245,1,1981,21,90
1024503,10245,2,1983,23,118
1024601,10246,1,1983,25,123
1025201,10252,2,1986,25,114
1025401,10254,1,1981,22,100
1025501,10255,2,1977,17,114
1025502,10255,2,1982,23,87
1025503,10255,2,1990,30,93
1025701,10257,2,1981,17,133
1025702,10257,2,1988,24,117
1025901,10259,1,1974,16,117
1025902,10259,2,1975,17,128
1026001,10260,1,1982,18,81
1026002,10260,1,1985,22,115
1026101,10261,2,1984,20,127
1026102,10261,1,1987,23,150
1026201,10262,2,1981,21,-2
1026202,10262,2,1988,27,99
1026701,10267,1,1989,30,109
1026801,10268,1,1984,25,-3
1026802,10268,1,1988,29,-3
1026901,10269,1,1990,30,127
1027101,10271,1,1983,25,117
1027201,10272,1,1983,25,106
1027202,10272,2,1985,26,106
1027203,10272,2,1988,30,106
1027301,10273,2,1986,27,94
1027302,10273,2,1988,29,134
1028101,10281,2,1984,25,131
1028102,10281,2,1987,28,123
1028103,10281,1,1989,30,157
1028301,10283,1,1986,28,102
1028302,10283,1,1989,32,107
1028601,10286,2,1976,18,95
1028602,10286,2,1978,20,110
1028603,10286,2,1979,21,114
1029101,10291,2,1984,22,105
1029102,10291,1,1988,25,121
1029103,10291,1,1989,27,107
1029201,10292,1,1978,19,136
1029202,10292,1,1982,23,138
1029203,10292,1,1987,28,136
1029501,10295,2,1982,18,113
1029701,10297,2,1984,20,78
1029702,10297,2,1986,22,125
1029901,10299,1,1981,17,107
1029902,10299,2,1984,21,116
1030201,10302,1,1980,20,125
1030301,10303,1,1983,23,130
1030302,10303,1,1987,27,139
1030801,10308,2,1988,26,108
1030802,10308,2,1992,30,109
1030803,10308,1,2001,39,-3
1030901,10309,2,1991,27,125
1030902,10309,1,1994,30,120
1030903,10309,1,1998,34,120
1031001,10310,2,1983,23,133
1031002,10310,1,1985,25,139
1031003,10310,1,1995,35,-3
1031201,10312,1,1989,26,128
1031202,10312,1,1991,28,-3
1031203,10312,2,2001,37,-3
1031301,10313,1,1985,22,160
1031302,10313,1,1988,25,136
1031401,10314,1,1974,15,115
1031402,10314,2,1976,17,115
1031403,10314,1,1978,18,122
1031404,10314,1,1979,19,122
1031701,10317,1,1980,18,144
1032101,10321,1,1981,18,132
1032102,10321,2,1990,28,138
1032901,10329,1,1989,26,103
1032902,10329,2,1991,28,113
1032903,10329,1,1995,31,97
1033101,10331,2,1971,14,50
1033102,10331,2,1973,15,96
1033103,10331,2,1976,18,80
1033104,10331,1,1979,21,83
1033201,10332,2,1988,25,102
1033202,10332,2,1989,26,32
1033203,10332,1,1998,35,128
1033204,10332,1,1999,37,-3
1033205,10332,2,2001,38,-3
1033401,10334,1,1978,17,104
1033402,10334,1,1979,18,48
1033403,10334,1,1982,22,108
1033601,10336,2,1985,22,104
1033602,10336,1,1992,29,117
1034001,10340,1,1980,17,105
1034002,10340,1,1981,18,43
1034401,10344,2,1981,17,115
1034402,10344,2,1984,19,101
1034501,10345,2,1983,23,105
1034502,10345,1,1990,30,135
1035001,10350,2,1978,19,-3
1035401,10354,2,1979,19,141
1035801,10358,2,1994,32,146
1035901,10359,1,1983,26,114
1035902,10359,2,1985,28,91
1035903,10359,1,1989,31,106
1036001,10360,1,1984,25,122
1036002,10360,1,1986,26,147
1036003,10360,1,1991,31,130
1036101,10361,2,1978,19,134
1036102,10361,1,1980,21,149
1036103,10361,1,1984,25,120
1036201,10362,2,1998,36,120
1036601,10366,1,1987,24,129
1036602,10366,2,1989,27,129
1037101,10371,1,1980,19,94
1037102,10371,1,1985,24,117
1037103,10371,1,1990,29,123
1037104,10371,2,2001,40,-3
1037201,10372,2,1992,28,72
1037301,10373,2,1977,18,126
1037302,10373,1,1981,21,112
1037303,10373,2,1983,23,133
1037304,10373,1,1987,27,-3
1037401,10374,1,1993,29,143
1037501,10375,1,1979,20,104
1037502,10375,1,1983,24,112
1037701,10377,2,1984,24,128
1037702,10377,2,1985,25,128
1037703,10377,1,1988,28,-3
1037704,10377,1,1991,31,128
1037705,10377,1,1994,34,135
1037801,10378,2,1983,19,106
1037802,10378,1,1988,23,112
1037803,10378,1,1989,24,120
1037901,10379,2,1981,20,98
1037902,10379,2,1991,30,119
1038301,10383,1,1978,20,127
1038302,10383,2,1980,22,141
1039001,10390,2,1981,23,103
1039002,10390,2,1989,31,121
1039401,10394,1,1988,30,139
1039501,10395,2,1984,26,107
1039502,10395,1,1987,29,-3
1039601,10396,1,1986,28,132
1039602,10396,2,1989,31,129
1039901,10399,2,1979,20,106
1039902,10399,1,1983,23,119
1040001,10400,1,1990,30,146
1040101,10401,2,1989,27,85
1040102,10401,1,1989,27,78
1040103,10401,2,1991,29,123
1040601,10406,1,1987,27,151
1040602,10406,1,1988,28,142
1040603,10406,1,1997,37,160
1040901,10409,1,1979,18,142
1040902,10409,1,1982,21,118
1041101,10411,1,1986,22,97
1041501,10415,2,1978,21,89
1041502,10415,2,1979,22,-2
1041503,10415,2,1980,23,-2
1041504,10415,2,1982,24,-2
1041505,10415,2,1983,25,127
1041506,10415,2,1984,27,149
1041507,10415,2,1986,29,-3
1041801,10418,2,1982,19,85
1041802,10418,2,1985,22,110
1041803,10418,2,1987,24,108
1041901,10419,2,1976,18,-3
1042001,10420,2,1976,16,108
1042002,10420,2,1980,19,98
1042003,10420,1,1982,21,73
1042101,10421,2,1982,18,113
1042102,10421,2,1988,24,125
1042201,10422,1,1981,19,101
1042202,10422,2,1997,34,-3
1042701,10427,1,1983,22,91
1042702,10427,1,1987,26,103
1042801,10428,1,1983,24,-2
1042802,10428,2,1984,25,-3
1042803,10428,1,1986,27,-3
1042901,10429,2,1984,24,119
